score_bucket,signals,avg_5d,avg_10d,avg_20d,win_rate_20d
0-39,221,1.9934837390736062,2.755926497934955,3.811962444520009,61.53846153846154
40-49,81,0.41931777372898027,0.18635339784130997,0.508059856221385,56.79012345679012
50-59,95,0.18526215842787802,1.1110367056563035,3.7479375146314027,60.0
60-69,101,0.27762673636298607,0.8828403855346215,4.303682313631169,63.366336633663366
70-79,126,1.1050438391521482,1.8263454250895519,5.099088534446391,68.25396825396825
80-89,161,0.10600172508478833,0.48802101802060993,1.4786137999516673,53.41614906832298
90-100,79,1.377267027756425,1.1482847761158774,3.5067574228623744,59.49367088607595
