state,signals,avg_5d,avg_10d,avg_20d,median_20d,win_rate_20d,p25_20d,p75_20d
BOTTOM_FORMING,30,1.2918105027820164,-0.009038154905895752,2.036053944243188,2.546053411044491,53.333333333333336,-2.758229506051921,8.627777745823535
BOTTOM_BREAKOUT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
REVERSAL,104,0.9547518351036224,1.518355409938112,4.810915181171148,2.9419802595801126,67.3076923076923,-1.0471191522345547,11.375051588277174
REVERSAL_CONFIRMED,38,-0.2772425162356051,0.006844800181199057,2.1879901177935737,0.9475349187871629,60.526315789473685,-1.92364355167709,4.917189965675528
